t_no,t_name,t_nm_name,t_m_name,t_mwm,t_ml_number,t_ms_number,t_hml_number,t_hms_number ,t_cml_number,t_cms_number,t_wml_number,t_hwml_number,t_hwms_number,t_manage,t_tel,t_close,t_la,t_lo,t_data,t_mcode,t_service,t_com_score,t_user_count
1046,종암2동마을마당,서울특별시 성북구 종암동,서울특별시 성북구 종암동 108-1,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 청소행정과,02-2241-4422,연중무휴,37.6015316,127.0389111,2019-12-17,3070000,서울특별시 성북구,0,0
1047,㈜진영와이엔제이 원천주유소,서울특별시 성북구 돌곶이로 142,서울특별시 성북구 장위동 75-604,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-943-1051,연중무휴,37.6149534,127.0527492,2019-12-17,3070000,서울특별시 성북구,0,0
1048,중랑천 이동식,서울특별시 성북구 한천로58길,서울특별시 성북구 석관동 375-3,n,2,2,0,0,0,0,3,0,0,서울특별시 성북구청 청소행정과,02-2241-4422,연중무휴,37.6132024,127.0708087,2019-12-17,3070000,서울특별시 성북구,0,0
1049,중앙알뜰주유소,서울특별시 성북구 보문로 27,서울특별시 성북구 보문동7가 138,n,1,2,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-926-4085,연중무휴,37.5779421,127.0227842,2019-12-17,3070000,서울특별시 성북구,0,0
1050,현대오일뱅크㈜ 직영현대셀프주유소 고대점,서울특별시 성북구 종암로 12,서울특별시 성북구 종암동 30-24,n,1,2,0,0,0,0,2,0,0,서울특별시 성북구청 환경과,02-912-5151,24시간,37.5916533,127.0366064,2019-12-17,3070000,서울특별시 성북구,0,0
1051,현대주유소,서울특별시 성북구 삼양로 78,서울특별시 성북구 길음동 1132-2,n,2,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-983-2081,24시간,37.6102937,127.0227392,2019-12-17,3070000,서울특별시 성북구,0,0
1052,화랑로,서울특별시 성북구 화랑로 49,서울특별시 성북구 하월곡동 96-83,n,2,3,0,0,0,0,3,0,0,서울특별시 성북구청 청소행정과,02-2241-4422,24시간,37.6030231,127.0375348,2019-12-17,3070000,서울특별시 성북구,0,0
1053,고려주유소,서울특별시 성북구 종암로 17,서울특별시 성북구 종암동 29-10,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-923-5277,연중무휴,37.5919857,127.0360382,2019-12-17,3070000,서울특별시 성북구,0,0
1054,그린에너지(주)직영 종암주유소,서울특별시 성북구 종암로 145,서울특별시 성북구 종암동 3-545,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-923-9908,연중무휴,37.6027771,127.0320297,2019-12-17,3070000,서울특별시 성북구,0,0
1055,꿈나라어린이공원 화장실,서울특별시 성북구 보문동7가,서울특별시 성북구 보문동 108-2,n,1,2,0,0,0,0,2,0,0,서울특별시 성북구청 공원녹지과,02-920-3781,연중무휴,37.5800534,127.0230236,2019-12-17,3070000,서울특별시 성북구,0,0
1056,돈암마을마당,서울특별시 성북구 동소문로 179-16,서울특별시 성북구 돈암동 51-54,n,2,3,0,0,0,0,4,0,0,서울특별시 성북구청 청소행정과,02-2241-4422,연중무휴,37.5982249,127.0211854,2019-12-17,3070000,서울특별시 성북구,0,0
1057,동일주유소,서울특별시 성북구 보문로 85,서울특별시 성북구 보문동5가 146-7,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-923-4949,연중무휴,37.5828417,127.0204494,2019-12-17,3070000,서울특별시 성북구,0,0
1058,모랫말근린공원 화장실,서울특별시 성북구 월곡동,서울특별시 성북구 하월곡동 90-206,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 공원녹지과,02-920-3781,연중무휴,37.6048579,127.0327834,2019-12-17,3070000,서울특별시 성북구,0,0
1059,보문동,서울특별시 성북구 보문로 106-17,서울특별시 성북구 보문동1가 147-36,n,2,1,0,0,0,0,3,0,0,서울특별시 성북구청 청소행정과,02-2241-4422,연중무휴,37.5848586,127.0199106,2019-12-17,3070000,서울특별시 성북구,0,0
1060,북선,서울특별시 성북구 종암동,서울특별시 성북구 종암동 산 2-27,n,2,3,1,1,0,0,2,1,1,서울특별시 성북구청 청소행정과,02-2241-4422,연중무휴,37.59816132,127.0273311,2019-12-17,3070000,서울특별시 성북구,0,0
1061,북악숲속,서울특별시 성북구 정릉로6길 48,서울특별시 성북구 정릉동 1-345,n,2,5,1,1,0,0,5,1,1,서울특별시 성북구청 청소행정과,02-2241-4422,연중무휴,37.6105396,126.9940019,2019-12-17,3070000,서울특별시 성북구,0,0
1062,북한산 에코체험관 화장실,서울특별시 성북구 정릉동,서울특별시 성북구 정릉동 산 87-102,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 공원녹지과,02-2241-3690,연중무휴,37.6044281,127.0076374,2019-12-17,3070000,서울특별시 성북구,0,0
1063,북한산생태숲화장실,서울특별시 성북구 정릉동,서울특별시 성북구 정릉동 산 12-3,n,3,3,0,0,0,0,7,0,0,서울특별시 성북구청 공원녹지과,02-2241-3690,연중무휴,37.6208844,127.0066734,2019-12-17,3070000,서울특별시 성북구,0,0
1064,삼선어린이공원 화장실,서울특별시 성북구 삼선교로16길 116,서울특별시 성북구 삼선동2가 374,n,3,3,0,0,0,0,2,0,0,서울특별시 성북구청 공원녹지과,02-2241-3690,연중무휴,37.5832289,127.0107781,2019-12-17,3070000,서울특별시 성북구,0,0
1065,삼선주유소,서울특별시 성북구 창경궁로 324,서울특별시 성북구 삼선동1가 12-1,n,2,2,0,0,0,0,2,0,0,서울특별시 성북구청 환경과,02-766-5106,연중무휴,37.5879764,127.0055214,2019-12-17,3070000,서울특별시 성북구,0,0
1066,상월곡동,서울특별시 성북구 장월로3길 47,서울특별시 성북구 상월곡동,n,2,2,0,0,0,0,2,0,0,서울특별시 성북구청 청소행정과,02-2241-4422,연중무휴,37.6091998,127.0454537,2019-12-17,3070000,서울특별시 성북구,0,0
1067,새천년주유소,서울특별시 성북구 화랑로 180,서울특별시 성북구 상월곡동 23-36,n,2,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-964-0302,연중무휴,37.6071914,127.0505637,2019-12-17,3070000,서울특별시 성북구,0,0
1068,성북2동,서울특별시 성북구 성북로26길 60,서울특별시 성북구 성북동 303-17,n,2,1,0,0,0,0,2,0,0,서울특별시 성북구청 청소행정과,02-2241-4422,연중무휴,37.5963262,126.9937575,2019-12-17,3070000,서울특별시 성북구,0,0
1069,성북근린공원화장실,서울특별시 성북구 성북로4길 177,서울특별시 성북구 돈암동 616-361,n,3,3,1,1,0,0,3,1,1,서울특별시 성북구청 공원녹지과,02-2241-3690,연중무휴,37.5955196,127.0086195,2019-12-17,3070000,서울특별시 성북구,0,0
1070,성북성터,서울특별시 성북구 성북로23길 135-3,서울특별시 성북구 성북동 224-147,n,2,2,0,0,0,0,2,0,0,서울특별시 성북구청 청소행정과,02-2241-4422,연중무휴,37.59259964,126.9912492,2019-12-17,3070000,서울특별시 성북구,0,0
1071,성북주유소,서울특별시 성북구 보문로 142,서울특별시 성북구 보문동1가 9-11,n,1,2,0,0,0,0,2,0,0,서울특별시 성북구청 환경과,02-928-4900,연중무휴,37.5876663,127.0183742,2019-12-17,3070000,서울특별시 성북구,0,0
1072,세창주유소,서울특별시 성북구 동소문로47길 8,서울특별시 성북구 길음동 21-72,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-988-2491,연중무휴,37.6087865,127.0292481,2019-12-17,3070000,서울특별시 성북구,0,0
1073,신동방석유㈜,서울특별시 성북구 월계로 84,서울특별시 성북구 장위동 231-198,n,0,0,0,0,0,0,0,0,0,서울특별시 성북구청 환경과,02-918-5151,연중무휴,37.6134742,127.0381647,2019-12-17,3070000,서울특별시 성북구,0,0
1074,신명에너지㈜ 화랑로주유소,서울특별시 성북구 화랑로 174,서울특별시 성북구 상월곡동 23-11,n,2,2,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-963-0051,연중무휴,37.6068998,127.0500731,2019-12-17,3070000,서울특별시 성북구,0,0
1075,신방주유소,서울특별시 성북구 안암로 111,서울특별시 성북구 안암동5가 82-1,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-922-5151,연중무휴,37.5855374,127.0317962,2019-12-17,3070000,서울특별시 성북구,0,0
1076,정릉2동 주민센터,서울특별시 성북구 정릉로26길 1,서울특별시 성북구 정릉동 966-125,n,1,2,1,1,0,0,3,1,0,서울특별시 성북구청 정릉2동 주민세터,02-2241-6509,09:00~18:00,37.6044598,127.0111212,2019-12-17,3070000,서울특별시 성북구,0,0
1077,정릉3동 주민센터,서울특별시 성북구 솔샘로1길 6-3,서울특별시 성북구 정릉동 673-3,n,1,4,0,0,0,0,2,0,0,서울특별시 성북구청 정릉3동 주민센터,02-2241-6510,09:00~18:00,37.6089493,127.0041598,2019-12-17,3070000,서울특별시 성북구,0,0
1078,정릉4동 주민센터,서울특별시 성북구 보국문로 106-1,서울특별시 성북구 정릉동 293-6,n,2,3,1,1,0,0,4,1,0,서울특별시 성북구청 정릉4동 주민센터,02-2241-6511,09:00~18:00,37.6133712,127.0069859,2019-12-17,3070000,서울특별시 성북구,0,0
1079,정릉교회,서울특별시 성북구 정릉로 280,서울특별시 성북구 정릉동 139-2,n,2,3,0,0,0,0,6,0,0,서울특별시 성북구청 청소행정과,02-914-8914,05:00~22:00,37.6030407,127.0143726,2019-12-17,3070000,서울특별시 성북구,0,0
1080,정릉도서관화장실,서울특별시 성북구 정릉로26길 6,서울특별시 성북구 정릉동 966-174,n,2,2,0,0,0,0,3,0,0,서울특별시 성북구청 문화체육과(문화재단),02-2038-9928,09:00~18:00,37.6045232,127.0107051,2019-12-17,3070000,서울특별시 성북구,0,0
1081,정릉빌딩,서울특별시 성북구 정릉로 250,서울특별시 성북구 정릉동 465-1,n,2,3,0,0,0,0,3,0,0,서울특별시 성북구청 청소행정과,02-914-2045,연중무휴,37.6042634,127.0113523,2019-12-17,3070000,서울특별시 성북구,0,0
1082,정릉실버복지센터,서울특별시 성북구 솔샘로 8(정릉동),서울특별시 성북구 정릉동 674-4,n,2,2,0,0,0,0,4,0,0,서울특별시 성북구청 어르신사회복지과,02-2241-2527,09:00~18:00,37.6082366,127.0046404,2019-12-17,3070000,서울특별시 성북구,0,0
1083,정평빌딩,서울특별시 성북구 화랑로 103,서울특별시 성북구 하월곡동 17-1,n,2,1,0,0,0,0,2,0,0,서울특별시 성북구청 청소행정과,02-915-6800,연중무휴,37.603668,127.0430439,2019-12-17,3070000,서울특별시 성북구,0,0
1084,제일빌딩,서울특별시 성북구 오패산로 49,서울특별시 성북구 하월곡동 70-202,n,2,2,0,0,0,0,2,0,0,서울특별시 성북구청 청소행정과,02-943-0047,연중무휴,37.6063894,127.0364181,2019-12-17,3070000,서울특별시 성북구,0,0
1085,종암동 주민센터,서울특별시 성북구 종암로 98-8,서울특별시 성북구 종암동 16-25,n,5,0,1,1,0,0,10,1,0,서울특별시 성북구청 종암동 주민센터,02-2241-6514,09:00~18:00,37.5990276,127.0352053,2019-12-17,3070000,서울특별시 성북구,0,0
1086,종암동새날도서관 화장실,서울특별시 성북구 종암동,서울특별시 성북구 종암동 16-8,n,2,2,0,0,0,0,4,0,0,서울특별시 성북구청 문화체육과(문화재단),02-6925-6920,09:00~18:00,37.5990053,127.0352017,2019-12-17,3070000,서울특별시 성북구,0,0
1087,청수도서관 화장실,서울특별시 성북구 보국문로16가길 20,서울특별시 성북구 정릉동 266-121,n,3,2,0,0,0,0,3,0,0,서울특별시 성북구청 문화체육과(문화재단),02-2038-4423,09:00~18:00,37.611648,127.0107524,2019-12-17,3070000,서울특별시 성북구,0,0
1088,청수프라자,서울특별시 성북구 보국문로 50,서울특별시 성북구 정릉동 401-46,n,1,1,1,1,0,0,1,1,0,서울특별시 성북구청 청소행정과,,연중무휴,37.6088594,127.0100681,2019-12-17,3070000,서울특별시 성북구,0,0
1089,커뮤니티센터,서울특별시 성북구 정릉로38가길 6,서울특별시 성북구 정릉동 16-182,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 정릉1동커뮤니티센터,02-909-5295,연중무휴,37.6020662,127.0183583,2019-12-17,3070000,서울특별시 성북구,0,0
1090,한천로 공영주차장,서울특별시 성북구 한천로 719,서울특별시 성북구 장위동 158-1,n,0,0,0,0,0,0,0,0,0,서울특별시 성북구청 도시관리공단,02-6925-0025,연중무휴,37.6207617,127.0526004,2019-12-17,3070000,서울특별시 성북구,0,0
1091,해오름도서관화장실,서울특별시 성북구 성북로4길 52,서울특별시 성북구 돈암동,n,1,1,0,0,0,0,2,0,1,서울특별시 성북구청 문화체육과(문화재단),02-6925-0300,연중무휴,37.5947663,127.0104379,2019-12-17,3070000,서울특별시 성북구,0,0
1092,(주)중앙에너비스 종암지점,서울특별시 성북구 종암로 58,서울특별시 성북구 종암동 10-15,n,1,1,0,0,0,0,2,0,0,서울특별시 성북구청 환경과,02-912-6531,연중무휴,37.5956106,127.0360234,2019-12-17,3070000,서울특별시 성북구,0,0
1093,SK네트웍스(주) 광덕주유소,서울특별시 성북구 보문로 89,서울특별시 성북구 보문동5가 146-1,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-923-5545,연중무휴,37.5831742,127.0201909,2019-12-17,3070000,서울특별시 성북구,0,0
1094,SK네트웍스(주) 북악주유소,서울특별시 성북구 정릉로 218,서울특별시 성북구 정릉동 428,n,1,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-911-5189,연중무휴,37.6054734,127.0085108,2019-12-17,3070000,서울특별시 성북구,0,0
1095,SK네트웍스(주) 아리랑주유소,서울특별시 성북구 아리랑로 96,서울특별시 성북구 정릉통 8,n,2,2,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-941-5189,연중무휴,37.6004781,127.014224,2019-12-17,3070000,서울특별시 성북구,0,0
1096,SK네트웍스(주) 장삼주유소,서울특별시 성북구 한천로 612,서울특별시 성북구 장위동 43-32,n,2,2,0,0,0,0,2,0,0,서울특별시 성북구청 환경과,02-909-0314,연중무휴,37.613583,127.0602017,2019-12-17,3070000,서울특별시 성북구,0,0
1097,SK네트웍스(주) 한천로주유소,서울특별시 성북구 한천로 727,서울특별시 성북구 장위동 165-11,n,2,2,0,0,0,0,2,0,0,서울특별시 성북구청 환경과,02-909-2900,연중무휴,37.6215551,127.0518436,2019-12-17,3070000,서울특별시 성북구,0,0
1098,SK에너지(주) 드림랜드주유소,서울특별시 성북구 월계로 128,서울특별시 성북구 장위동 219-43,n,1,2,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-916-9906,연중무휴,37.6165378,127.041418,2019-12-17,3070000,서울특별시 성북구,0,0
1099,SK에너지(주) 미도주유소,서울특별시 성북구 동소문로 211,서울특별시 성북구 돈암동 30-53,n,2,1,0,0,0,0,1,0,0,서울특별시 성북구청 환경과,02-928-0666,연중무휴,37.6010584,127.0215613,2019-12-17,3070000,서울특별시 성북구,0,0
1100,개운산근린공원화장실,서울특별시 성북구 북악산로 949-73,서울특별시 성북구 돈암동 산 6-1,n,3,3,1,1,0,0,5,1,1,서울특별시 성북구청 공원녹지과,02-920-9785,연중무휴,37.59741206,127.0257184,2019-12-17,3070000,서울특별시 성북구,0,0
1101,성북구민정보화센터,서울특별시 성북구 삼선교로4길 47-1,서울특별시 성북구 삼산동1가 216-6,n,2,4,0,0,0,0,4,0,0,서울특별시 성북구청 디지털정보과,02-920-1750,09:00~18:00,37.5856452,127.0074404,2019-12-17,3070000,서울특별시 성북구,0,0
1102,성북구민체육관 화장실,서울특별시 성북구 하월곡동 산2-1,서울특별시 성북구 하월곡동 산 2-1,n,4,8,0,0,0,0,8,0,0,서울특별시 성북구청 도시관리공단,02-909-3497,09:00~18:00,37.60861921,127.0422845,2019-12-17,3070000,서울특별시 성북구,0,0
1103,성북구청,서울특별시 성북구 보문로 168,서울특별시 성북구 삼선동5가 411,n,24,36,0,0,0,0,90,0,0,서울특별시 성북구청 행정지원과,02-2241-4300,연중무휴,37.5894505,127.0168346,2019-12-17,3070000,서울특별시 성북구,0,0
1104,성북노인종합복지관,서울특별시 성북구 종암로15길 10(종암동),서울특별시 성북구 종암동 66-14,n,10,10,2,2,0,0,10,2,0,서울특별시 성북구청 어르신사회복지과,02-2241-2527,09:00~18:00,37.5977829,127.0344116,2019-12-17,3070000,서울특별시 성북구,0,0
1105,성북동 주민센터,서울특별시 성북구 성북로 37,서울특별시 성북구 성북동 188-18,n,5,5,0,0,0,0,7,0,0,서울특별시 성북구청 성북동  주민센터,02-2241-6501,09:00~18:00,37.5910462,127.0032329,2019-12-17,3070000,서울특별시 성북구,0,0
1106,성북예술창작터 화장실,서울특별시 성북구 성북로 23,서울특별시 성북구 성북동1가 74-1,n,1,1,0,0,0,0,2,0,0,서울특별시 성북구청 문화체육과(문화재단),02-2038-9989,09:00~18:00,37.5900467,127.0041076,2019-12-17,3070000,서울특별시 성북구,0,0
1107,성북장애인복지관,서울특별시 성북구 화랑로 130,서울특별시 성북구 하월곡동 11-19,n,4,12,6,6,0,0,4,6,0,서울특별시 성북구청 어르신사회복지과,02-915-9200,09:00~18:00,37.6045777,127.0457543,2019-12-17,3070000,서울특별시 성북구,0,0
1108,성북정보도서관화장실,서울특별시 성북구 상월곡동 24번지 348,서울특별시 성북구 상월곡동 24-348,n,12,23,0,0,0,0,20,0,0,서울특별시 성북구청 문화체육과(문화재단),02-962-1081,09:00~18:00,37.6049953,127.0505729,2019-12-17,3070000,서울특별시 성북구,0,0
1109,성북종합레포츠타운,서울특별시 성북구 한천로 58길 307,서울특별시 성북구 석관동 382,n,9,10,0,0,0,0,11,0,4,서울특별시 성북구청 도시관리공단,02-6917-1100,09:00~18:00,37.6101671,127.0699802,2019-12-17,3070000,서울특별시 성북구,0,0
1110,성북중앙병원,서울특별시 성북구 종암로 72,서울특별시 성북구 종암동 10-27,n,1,2,0,0,0,0,2,0,0,서울특별시 성북구청 청소행정과,02-919-1866,연중무휴,37.5968125,127.0356776,2019-12-17,3070000,서울특별시 성북구,0,0
1111,성심빌딩,서울특별시 성북구 북안산로 918,서울특별시 성북구 돈암동 30-11,n,1,2,0,0,0,0,2,0,0,서울특별시 성북구청 청소행정과,02-924-5101,연중무휴,37.6002789,127.0215991,2019-12-17,3070000,서울특별시 성북구,0,0
1112,시네마빌딩화장실,서울특별시 성북구 아리랑로12길 4,서울특별시 성북구 돈암동 538-59,n,4,4,0,0,0,0,4,0,0,서울특별시 성북구청 문화체육과(문화재단),02-2038-4901,연중무휴,37.599081,127.0145912,2019-12-17,3070000,서울특별시 성북구,0,0
1113,아리랑도서관화장실,서울특별시 성북구 아리랑로 82,서울특별시 성북구 돈암동 538-101,n,6,6,0,0,0,0,8,0,1,서울특별시 성북구청 문화체육과(문화재단),02-3291-4990,09:00~18:00,37.5998684,127.0139127,2019-12-17,3070000,서울특별시 성북구,0,0
1114,아리랑시네센터화장실,서울특별시 성북구 아리랑로 82,서울특별시 성북구 돈암동 538-101,n,10,11,1,1,0,0,18,1,0,서울특별시 성북구청 문화체육과(문화재단),02-3291-5540,09:00~18:00,37.5998684,127.0139365,2019-12-17,3070000,서울특별시 성북구,0,0
1115,아이조아팀,서울특별시 성북구 오패산로10길 19,서울특별시 성북구 하월곡동 222-6,n,0,0,0,0,0,0,0,0,0,서울특별시 성북구청 도시관리공단,02-918-8080,09:00~18:00,37.6056726,127.0379341,2019-12-17,3070000,서울특별시 성북구,0,0
1116,안암동주민센터,서울특별시 성북구 보문로22길 49 지하1층,서울특별시 성북구 안암동3가 133-46,n,2,4,1,1,0,0,2,1,0,서울특별시 성북구청 안암동 주민센터,02-2241-6506,09:00~18:00,37.5843941,127.0230499,2019-12-17,3070000,서울특별시 성북구,0,0
1117,온누리병원,서울특별시 성북구 화랑로 271,서울특별시 성북구 장위동 50-50,n,3,3,1,1,0,0,2,1,0,서울특별시 성북구청 청소행정과,02-919-2700,연중무휴,37.6121554,127.0586838,2019-12-17,3070000,서울특별시 성북구,0,0
1118,우신향병원,서울특별시 성북구 안암로 99,서울특별시 성북구 안암동5가 86-121,n,2,2,0,0,0,0,2,0,0,서울특별시 성북구청 청소행정과,02-926-7505,연중무휴,37.5848077,127.0310592,2019-12-17,3070000,서울특별시 성북구,0,0
1119,월곡1동 주민센터,서울특별시 성북구 오패산로 96,서울특별시 성북구 하월곡동 225-7,n,5,7,1,1,0,0,6,1,0,서울특별시 성북구청 월곡1동 주민센터,02-2241-6515,09:00~18:00,37.6104979,127.0357441,2019-12-17,3070000,서울특별시 성북구,0,0
1120,월곡2동 주민센터,서울특별시 성북구 화랑로 152,서울특별시 성북구 상월곡동 97-22,n,2,6,1,1,0,0,5,0,0,서울특별시 성북구청 월곡2동 주민센터,02-2241-6516,09:00~18:00,37.6057725,127.0478535,2019-12-17,3070000,서울특별시 성북구,0,0
1121,장위1동 주민센터,서울특별시 성북구 장위로 61,서울특별시 성북구 장위동 225-100,n,6,8,0,0,0,0,8,0,0,서울특별시 성북구청 장위1동 주민센터,02-2241-6517,09:00~18:00,37.6140622,127.0436497,2019-12-17,3070000,서울특별시 성북구,0,0
1122,장위2동 주민센터,서울특별시 성북구 돌곶이로27길 12,서울특별시 성북구 장위동 69-54,n,0,0,0,0,0,0,0,0,0,서울특별시 성북구청 장위2동 주민센터,02-2241-6518,09:00~18:00,37.6123831,127.0544796,2019-12-17,3070000,서울특별시 성북구,0,0
1123,장위3동 주민센터,서울특별시 성북구 한천로 657,서울특별시 성북구 장위동 117-5,n,1,1,0,0,0,0,2,0,0,서울특별시 성북구청 장위3동주민센터,02-2241-6519,09:00~18:00,37.6165543,127.0565978,2019-12-17,3070000,서울특별시 성북구,0,0
1124,장위실버복지센터,서울특별시 성북구 장위로46길 57,서울특별시 성북구 장위동 63-1,n,0,2,0,0,0,0,0,0,0,서울특별시 성북구청 어르신사회복지과,02-2241-2527,09:00~18:00,37.6128385,127.0560066,2019-12-17,3070000,서울특별시 성북구,0,0
1125,정릉1동 주민센터,서울특별시 성북구 정릉로38마길 33,서울특별시 성북구 정릉동,n,3,3,0,0,0,0,3,0,0,서울특별시 성북구청 정릉1동 주민센터,02-916-8893,09:00~18:00,37.6014316,127.0166283,2019-12-17,3070000,서울특별시 성북구,0,0
1126,신이문역4번출입구,서울특별시 동대문구 이문동 360-4,서울특별시 동대문구 이문2동 360-4,N,1,1,0,0,0,0,1,0,0,동대문구,02-2127-4737,상시,37.600694,127.066792,2019-11-18,3050000,서울특별시 동대문구,0,0
1127,신이문역5번출입구,서울특별시 동대문구 이문동 171-19,서울특별시 동대문구 이문2동 171-19,N,1,1,0,0,0,0,1,0,0,동대문구,02-2127-4737,상시,37.6,127.066963,2019-11-18,3050000,서울특별시 동대문구,0,0
1128,연화사,서울특별시 동대문구 경희대로3길 56(회기동),서울특별시 동대문구 회기동 109-1,N,1,2,1,0,0,0,5,1,0,동대문구,02-2127-4737,상시,37.59438387,127.0506692,2019-11-18,3050000,서울특별시 동대문구,0,0
1129,우산각공원,서울특별시 동대문구 천호대로4길 22(신설동),서울특별시 동대문구 신설동 109-4,N,1,3,1,0,0,0,5,1,0,동대문구,02-2127-4737,상시,37.57385683,127.0241843,2019-11-18,3050000,서울특별시 동대문구,0,0
1130,이문1마을마당,서울특별시 동대문구 이문2동 357-3,서울특별시 동대문구 이문2동 357-3,N,1,1,0,0,0,0,1,0,0,동대문구,02-2127-4737,상시,37.602785,127.064626,2019-11-18,3050000,서울특별시 동대문구,0,0
1131,이문1제방,서울특별시 동대문구 이문2동 353,서울특별시 동대문구 이문2동 353,N,1,1,1,0,0,0,2,1,0,동대문구,02-2127-4737,상시,37.606428,127.070605,2019-11-18,3050000,서울특별시 동대문구,0,0
1132,이문2제방,서울특별시 동대문구 이문2동 98-1,서울특별시 동대문구 이문2동 98-1,N,1,1,1,0,0,0,3,1,0,동대문구,02-2127-4737,상시,37.597779,127.068538,2019-11-18,3050000,서울특별시 동대문구,0,0
1133,장안1,서울특별시 동대문구 천호대로87길 43(장안동),서울특별시 동대문구 장안1동 449,N,1,2,1,0,0,0,3,1,0,동대문구,02-2127-4737,상시,37.56385669,127.067966,2019-11-18,3050000,서울특별시 동대문구,0,0
1134,장안1제방,서울특별시 동대문구 장안1동 345-3,서울특별시 동대문구 장안1동 345-3,N,1,1,0,0,0,0,1,0,0,동대문구,02-2127-4737,상시,37.569451,127.074314,2019-11-18,3050000,서울특별시 동대문구,0,0
1135,장안2,서울특별시 동대문구 장한로26나길 6(장안동),서울특별시 동대문구 장안2동 343,N,1,3,1,0,0,0,4,1,0,동대문구,02-2127-4737,상시,37.57132141,127.072581,2019-11-18,3050000,서울특별시 동대문구,0,0
1136,장안2제방,서울특별시 동대문구 장안2동 481-2,서울특별시 동대문구 장안2동 481-2,N,1,1,0,0,0,0,2,0,0,동대문구,02-2127-4737,상시,37.576147,127.076767,2019-11-18,3050000,서울특별시 동대문구,0,0
1137,장안교,서울특별시 동대문구 장안2동 481-2,서울특별시 동대문구 장안2동 481-2,N,1,1,1,0,0,0,2,1,0,동대문구,02-2127-4737,상시,37.576147,127.076767,2019-11-18,3050000,서울특별시 동대문구,0,0
1138,장평교,서울특별시 동대문구 장안1동 481-3,서울특별시 동대문구 장안1동 481-3,N,1,1,0,0,0,0,2,0,0,동대문구,02-2127-4737,상시,37.571923,127.076989,2019-11-18,3050000,서울특별시 동대문구,0,0
1139,전곡마을마당,서울특별시 동대문구 전농1동 199-56,서울특별시 동대문구 전농1동 199-56,N,4,4,0,0,0,0,4,0,0,동대문구,02-2127-4737,상시,37.580746,127.054451,2019-11-18,3050000,서울특별시 동대문구,0,0
1140,전농1,서울특별시 동대문구 전농1동 604-4,서울특별시 동대문구 전농1동 604-4,N,1,1,0,0,0,0,2,0,0,동대문구,02-2127-4737,상시,37.582877,127.050575,2019-11-18,3050000,서울특별시 동대문구,0,0
1141,전농로타리 시장,서울특별시 동대문구 전농로15길 21(전농동),서울특별시 동대문구 전농1동 295-431,N,1,2,1,0,0,0,3,1,0,동대문구,02-2127-4737,상시,37.5778425,127.0566851,2019-11-18,3050000,서울특별시 동대문구,0,0
1142,정릉천 제방,서울특별시 동대문구 용두동 696-1,서울특별시 동대문구 용두동 696-1,N,1,3,1,0,1,1,5,1,0,동대문구,02-2127-4737,상시,37.575992,127.034836,2019-11-18,3050000,서울특별시 동대문구,0,0
1143,제1체육공원,서울특별시 동대문구 장안1동 481-5,서울특별시 동대문구 장안1동 481-5,N,1,1,1,0,0,0,2,0,0,동대문구,02-2127-4737,상시,37.566143,127.074162,2019-11-18,3050000,서울특별시 동대문구,0,0
1144,제3체육공원,서울특별시 동대문구 휘경동 49-15,서울특별시 동대문구 휘경동 49-15,N,1,1,0,0,0,0,2,0,0,동대문구,02-2127-4737,상시,37.583812,127.073004,2019-11-18,3050000,서울특별시 동대문구,0,0
1145,제4체육공원,서울특별시 동대문구 휘경1동 2-4,서울특별시 동대문구 휘경1동 2-4,N,1,1,0,0,0,0,2,0,0,동대문구,02-2127-4737,상시,37.593223,127.068867,2019-11-18,3050000,서울특별시 동대문구,0,0
1146,청량리,서울특별시 동대문구 왕산로41길 18(청량리동),서울특별시 동대문구 청량리동 341,N,1,1,0,0,0,0,3,0,0,동대문구,02-2127-4737,상시,37.581231,127.045365,2019-11-18,3050000,서울특별시 동대문구,0,0
1147,청량리청과물시장,서울특별시 동대문구 홍릉로1길 68-3(제기동),서울특별시 동대문구 제기동 647-11,N,5,5,1,0,0,0,10,1,0,동대문구,02-2127-4737,상시,37.580151,127.0410366,2019-11-18,3050000,서울특별시 동대문구,0,0
