t_no,t_name,t_nm_name,t_m_name,t_mwm,t_ml_number,t_ms_number,t_hml_number,t_hms_number ,t_cml_number,t_cms_number,t_wml_number,t_hwml_number,t_hwms_number,t_manage,t_tel,t_close,t_la,t_lo,t_data,t_mcode,t_service,t_com_score,t_user_count
1410,역삼,서울특별시 강남구 테헤란로 지하156,서울특별시 강남구 역삼1동 737,N,4,4,2,0,0,0,9,2,0,서울교통공사,02-6110-2211,05:00~01:00,37.498128,127.028303,2018-02-28,B553766,서울교통공사,0,0
1411,강남,서울특별시 강남구 강남대로 지하396,서울특별시 강남구 역삼동 821-1,N,4,3,2,0,0,1,8,2,0,서울교통공사,02-6110-2221,05:00~01:00,37.498128,127.028303,2018-02-28,B553766,서울교통공사,0,0
1412,교대(2),서울특별시 서초구 서초대로 지하 294,서울특별시 서초구 서초1동 1715-9,N,5,3,1,0,0,0,9,1,0,서울교통공사,02-6110-2231,05:00~01:00,37.494847,127.017286,2018-02-28,B553766,서울교통공사,0,0
1413,서초,서울특별시 서초구 서초대로 지하 233,서울특별시 서초구 서초3동 1500,N,5,4,2,0,1,1,10,2,2,서울교통공사,02-6110-2241,05:00~01:00,37.492765,127.010541,2018-02-28,B553766,서울교통공사,0,0
1414,방배,서울특별시 서초구 방배로 지하 80,서울특별시 서초구 방배동 225,N,4,4,2,0,0,1,8,2,0,서울교통공사,02-6110-2251,05:00~01:00,37.481297,126.99732,2018-02-28,B553766,서울교통공사,0,0
1415,사당(2)(방배역측),서울특별시 동작구 남부순환로 지하 2089,서울특별시 동작구 사당1동 1112,N,3,3,1,0,0,0,6,1,0,서울교통공사,02-6110-2261,05:00~01:00,37.476484,126.981396,2018-02-28,B553766,서울교통공사,0,0
1416,사당(2)(낙성대역측),서울특별시 동작구 남부순환로 지하 2089,서울특별시 동작구 사당1동 1112,N,7,6,2,0,2,1,15,2,2,서울교통공사,02-6110-2261,05:00~01:00,37.476484,126.981396,2018-02-28,B553766,서울교통공사,0,0
1417,낙성대,서울특별시 관악구 남부순환로 지하 1928,서울특별시 관악구 봉천6동 1693-38,N,6,4,2,0,1,1,12,2,2,서울교통공사,02-6110-2271,05:00~01:00,37.477028,126.963396,2018-02-28,B553766,서울교통공사,0,0
1418,서울(1),서울특별시 중구 세종대로 지하 2,서울특별시 중구 봉래동2가 122,N,4,4,1,0,0,0,4,1,0,서울교통공사,02-6110-1331,05:00~01:00,37.556878,126.972578,2018-02-28,B553766,서울교통공사,0,0
1419,시청(1),서울특별시 중구 세종대로 지하 101,서울특별시 중구 태평로1가 31,N,7,4,2,0,2,1,16,2,2,서울교통공사,02-6110-1321,05:00~01:00,37.565682,126.976849,2018-02-28,B553766,서울교통공사,0,0
1420,종각,서울특별시 종로구 종로 지하 55,서울특별시 종로구 종로1가 44,N,5,5,2,0,0,1,16,2,1,서울교통공사,02-6110-1311,05:00~01:00,37.570175,126.983226,2018-02-28,B553766,서울교통공사,0,0
1421,종로3가(1)(종각역측),서울특별시 종로구 종로 지하129,서울특별시 종로구 종로3가 61-68,N,6,5,2,0,2,1,13,2,2,서울교통공사,02-6110-1301,05:00~01:00,37.570384,126.992008,2018-02-28,B553766,서울교통공사,0,0
1422,종로3가(1)(역무실앞),서울특별시 종로구 종로 지하129,서울특별시 종로구 종로3가 61-68,N,4,3,2,0,1,0,9,2,1,서울교통공사,02-6110-1301,05:00~01:00,37.570384,126.992008,2018-02-28,B553766,서울교통공사,0,0
1423,종로5가,서울특별시 종로구 종로 지하216,서울특별시 종로구 종로5가 124-8,N,4,3,2,0,1,0,9,2,1,서울교통공사,02-6110-1291,05:00~01:00,37.570866,127.001906,2018-02-28,B553766,서울교통공사,0,0
1424,동대문(1),서울특별시 종로구 종로 지하 302,서울특별시 종로구 창신1동 552,N,3,5,1,0,0,0,4,1,0,서울교통공사,02-6110-1281,05:00~01:00,37.571743,127.011169,2018-02-28,B553766,서울교통공사,0,0
1425,신설동(1),서울특별시 동대문구 왕산로 지하1,서울특별시 동대문구 신설동 97-75,N,6,3,2,0,1,1,11,2,1,서울교통공사,02-6110-1261,05:00~01:00,37.576087,127.02456,2018-02-28,B553766,서울교통공사,0,0
1426,동묘앞(1층),서울특별시 종로구 종로359,서울특별시 종로구 숭인동 117번지,N,2,1,0,0,1,0,3,0,0,서울교통공사,02-6110-1271,05:00~01:00,37.573281,127.016649,2018-02-28,B553766,서울교통공사,0,0
1427,동묘앞(상선승강장),서울특별시 종로구 종로359,서울특별시 종로구 숭인동 117번지,N,2,3,0,0,0,0,5,0,1,서울교통공사,02-6110-1271,05:00~01:00,37.573281,127.016649,2018-02-28,B553766,서울교통공사,0,0
1428,동묘앞(하선승강장),서울특별시 종로구 종로359,서울특별시 종로구 숭인동 117번지,N,2,1,0,0,0,0,7,0,1,서울교통공사,02-6110-1271,05:00~01:00,37.573281,127.016649,2018-02-28,B553766,서울교통공사,0,0
1429,동묘앞(대합실 하선),서울특별시 종로구 종로359,서울특별시 종로구 숭인동 117번지,N,3,3,0,0,1,0,4,0,0,서울교통공사,02-6110-1271,05:00~01:00,37.573281,127.016649,2018-02-28,B553766,서울교통공사,0,0
1430,제기동,서울특별시 동대문구 왕산로 지하 93,서울특별시 동대문구 제기동 51,N,7,5,2,0,2,1,13,2,2,서울교통공사,02-6110-1251,05:00~01:00,37.578163,127.034687,2018-02-28,B553766,서울교통공사,0,0
1431,청량리,서울특별시 동대문구 왕산로 지하 205,서울특별시 동대문구 전농2동 620-69,N,2,2,0,0,0,0,2,0,0,서울교통공사,02-6110-1241,05:00~01:00,37.579984,127.045547,2018-02-28,B553766,서울교통공사,0,0
1432,시청(2)(지하1층),서울특별시 중구 서소문로 127,서울특별시 중구 서소문동 27,N,3,3,2,0,0,1,8,2,0,서울교통공사,02-6110-2011,05:00~01:00,37.561279,126.969321,2018-02-28,B553766,서울교통공사,0,0
1433,시청(2)(지하2층),서울특별시 중구 서소문로 127,서울특별시 중구 서소문동 27,N,3,4,1,0,0,0,4,1,0,서울교통공사,02-6110-2011,05:00~01:00,37.561279,126.969321,2018-02-28,B553766,서울교통공사,0,0
1434,을지로입구,서울특별시 중구 을지로 지하 42,서울특별시 중구 을지로1가 89-1,N,4,5,2,0,0,0,10,2,0,서울교통공사,02-6110-2021,05:00~01:00,37.566066,126.982022,2018-02-28,B553766,서울교통공사,0,0
1435,을지로3가(2),서울특별시 중구 을지로 지하 106,서울특별시 중구 을지로3가 70-1,N,5,7,2,0,1,1,14,2,1,서울교통공사,02-6110-2031,05:00~01:00,37.566171,126.990203,2018-02-28,B553766,서울교통공사,0,0
1436,을지로4가(2),서울특별시 중구 을지로 지하 178,서울특별시 중구 을지로4가 261,N,7,3,2,0,2,1,12,2,2,서울교통공사,02-6110-2041,05:00~01:00,37.566489,126.996528,2018-02-28,B553766,서울교통공사,0,0
1437,동대문역사문화공원(2),서울특별시 중구 을지로 지하 279,서울특별시 중구 을지로7가 1,N,4,8,2,0,0,0,21,2,0,서울교통공사,02-6110-2051,05:00~01:00,37.565718,127.008485,2018-02-28,B553766,서울교통공사,0,0
1438,신당,서울특별시 중구 퇴계로 지하 431-1,서울특별시 중구 신당5동 106-1,N,4,5,2,0,0,1,13,2,1,서울교통공사,02-6110-2061,05:00~01:00,37.565281,127.01664,2018-02-28,B553766,서울교통공사,0,0
1439,상왕십리,서울특별시 성동구 왕십리로 지하 374,서울특별시 성동구 하왕2동 946-14,N,5,6,2,0,1,1,12,2,2,서울교통공사,02-6110-2071,05:00~01:00,37.563933,127.029793,2018-02-28,B553766,서울교통공사,0,0
1440,장  지,서울특별시 송파구 송파대로 지하82,서울특별시 송파구 송파대로 지하82,N,16,10,1,0,0,0,17,1,0,서울교통공사,02-6311-8191,05:00~01:00,37.482299,127.124225,2018-02-28,B553766,서울교통공사,0,0
1441,복  정,서울특별시 송파구 송파대로 지하6,서울특별시 송파구 송파대로 지하6,N,12,7,1,0,1,0,13,1,1,서울교통공사,02-6311-8201,05:00~01:00,37.470375,127.124496,2018-02-28,B553766,서울교통공사,0,0
1442,암  사,서울특별시 강동구 올림픽로 지하776,서울특별시 강동구 올림픽로 지하776,N,12,9,1,0,0,0,10,1,0,서울교통공사,02-6311-8101,05:00~01:00,37.550646,127.125659,2018-02-28,B553766,서울교통공사,0,0
1443,강동구청,서울특별시 강동구 올림픽로 지하550,서울특별시 강동구 올림픽로 지하550,N,9,6,1,0,0,0,7,1,0,서울교통공사,02-6311-8121,05:00~01:00,37.538374,127.115484,2018-02-28,B553766,서울교통공사,0,0
1444,몽촌토성,서울특별시 송파구 올림픽로 지하383,서울특별시 송파구 올림픽로 지하383,N,6,3,1,0,1,0,6,1,1,서울교통공사,02-6311-8131,05:00~01:00,37.517641,127.110551,2018-02-28,B553766,서울교통공사,0,0
1445,잠  실,서울특별시 송파구 올림픽로 305,서울특별시 송파구 올림픽로 305,N,10,6,1,0,1,0,14,1,1,서울교통공사,02-6311-8141,05:00~01:00,37.513152,127.101221,2018-02-28,B553766,서울교통공사,0,0
1446,석  촌,서울특별시 송파구 송파대로 지하439,서울특별시 송파구 송파대로 지하439,N,6,3,1,0,1,0,6,1,1,서울교통공사,02-6311-8151,05:00~01:00,37.505438,127.104792,2018-02-28,B553766,서울교통공사,0,0
1447,송  파,서울특별시 송파구 송파대로 지하354,서울특별시 송파구 송파대로 지하354,N,8,5,1,0,1,0,8,1,1,서울교통공사,02-6311-8161,05:00~01:00,37.505438,127.098226,2018-02-28,B553766,서울교통공사,0,0
1448,가락시장,서울특별시 송파구 송파대로 지하257,서울특별시 송파구 송파대로 지하257,N,12,7,1,0,1,0,16,1,1,서울교통공사,02-6311-8171,05:00~01:00,37.495002,127.110205,2018-02-28,B553766,서울교통공사,0,0
1449,문  정,서울특별시 송파구 송파대로 지하179,서울특별시 송파구 송파대로 지하179,N,8,5,1,0,1,0,8,1,1,서울교통공사,02-6311-8181,05:00~01:00,37.495002,127.103639,2018-02-28,B553766,서울교통공사,0,0
1450,반  포,서울특별시 서초구 신반포로 지하241,서울특별시 서초구 신반포로 지하241,N,10,7,1,0,0,0,9,1,0,서울교통공사,02-6311-7331,05:00~01:00,37.508213,127.009658,2018-02-28,B553766,서울교통공사,0,0
1451,고속터미널,서울특별시 서초구 신반포로 지하188,서울특별시 서초구 신반포로 지하188,N,7,5,1,0,0,0,6,1,0,서울교통공사,02-6311-7341,05:00~01:00,37.504914,127.002726,2018-02-28,B553766,서울교통공사,0,0
1452,내  방,서울특별시 서초구 서초대로 지하103,서울특별시 서초구 서초대로 지하103,N,10,7,1,0,0,0,7,1,0,서울교통공사,02-6311-7351,05:00~01:00,37.487707,126.991409,2018-02-28,B553766,서울교통공사,0,0
1453,이  수,서울특별시 동작구 사당로 지하310,서울특별시 동작구 사당로 지하310,N,9,6,1,0,0,0,6,1,0,서울교통공사,02-6311-7361,05:00~01:00,37.485936,126.979819,2018-02-28,B553766,서울교통공사,0,0
1454,이  수,서울특별시 동작구 사당로 지하310,서울특별시 동작구 사당로 지하310,N,9,6,1,0,0,0,7,1,0,서울교통공사,02-6311-7361,05:00~01:00,37.485936,126.979819,2018-02-28,B553766,서울교통공사,0,0
1455,남  성,서울특별시 동작구 사당로 지하218,서울특별시 동작구 사당로 지하218,N,8,5,1,0,0,0,8,1,0,서울교통공사,02-6311-7371,05:00~01:00,37.484876,126.968484,2018-02-28,B553766,서울교통공사,0,0
1456,숭실대입구,서울특별시 동작구 상도로 지하378,서울특별시 동작구 상도로 지하378,N,11,8,1,0,0,0,10,1,0,서울교통공사,02-6311-7381,05:00~01:00,37.496374,126.951315,2018-02-28,B553766,서울교통공사,0,0
1457,상  도,서울특별시 동작구 상도로 지하272,서울특별시 동작구 상도로 지하272,N,7,5,1,0,0,0,6,1,0,서울교통공사,02-6311-7391,05:00~01:00,37.503072,126.945564,2018-02-28,B553766,서울교통공사,0,0
1458,장승배기,서울특별시 동작구 상도로 지하188,서울특별시 동작구 상도로 지하188,N,10,7,1,0,0,0,7,1,0,서울교통공사,02-6311-7401,05:00~01:00,37.504905,126.937002,2018-02-28,B553766,서울교통공사,0,0
1459,신대방,서울특별시 동작구 대림로 2,서울특별시 동작구 대림로 2,N,8,5,1,0,0,0,7,1,0,서울교통공사,02-6311-7411,05:00~01:00,37.487519,126.911093,2018-02-28,B553766,서울교통공사,0,0
1460,보라매,서울특별시 동작구 상도로 지하2,서울특별시 동작구 상도로 지하2,N,10,7,1,0,0,0,10,1,0,서울교통공사,02-6311-7421,05:00~01:00,37.499929,126.918093,2018-02-28,B553766,서울교통공사,0,0
1461,신  풍,서울특별시 영등포구 신풍로 지하27,서울특별시 영등포구 신풍로 지하27,N,8,5,1,0,0,0,5,1,0,서울교통공사,02-6311-7431,05:00~01:00,37.50013,126.90678,2018-02-28,B553766,서울교통공사,0,0
1462,대  림,서울특별시 영등포구 도림로 지하137,서울특별시 영등포구 도림로 지하137,N,8,5,1,0,0,0,8,1,0,서울교통공사,02-6311-7441,05:00~01:00,37.492981,126.893984,2018-02-28,B553766,서울교통공사,0,0
1463,남구로,서울특별시 구로구 도림로 지하7,서울특별시 구로구 도림로 지하7,N,8,4,1,0,0,0,8,1,0,서울교통공사,02-6311-7451,05:00~01:00,37.486051,126.885062,2018-02-28,B553766,서울교통공사,0,0
1464,가산디지털단지,서울특별시 금천구 벚꽃로 309,서울특별시 금천구 벚꽃로 309,N,8,5,1,0,0,0,7,1,0,서울교통공사,02-6311-7461,05:00~01:00,37.479597,126.879888,2018-02-28,B553766,서울교통공사,0,0
1465,천  왕,서울특별시 구로구 오리로 지하1154,서울특별시 구로구 오리로 지하1154,N,7,4,1,0,0,0,4,1,0,서울교통공사,02-6311-7491,05:00~01:00,37.486686,126.836492,2018-02-28,B553766,서울교통공사,0,0
1466,온  수,서울특별시 구로구 경인로3길 지하64,서울특별시 구로구 경인로3길 지하64,N,8,5,1,0,0,0,7,1,0,서울교통공사,02-6311-7501,05:00~01:00,37.492151,126.821446,2018-02-28,B553766,서울교통공사,0,0
1467,화랑대,서울특별시 노원구 화랑로 지하510,서울특별시 노원구 화랑로 지하510,N,14,10,1,1,1,0,13,1,1,서울교통공사,02-6311-6461,05:00~01:00,37.62187,127.086099,2018-02-28,B553766,서울교통공사,0,0
1468,봉화산,서울특별시 중랑구 신내로 지하232,서울특별시 중랑구 신내로 지하232,N,8,5,1,0,0,0,6,1,0,서울교통공사,02-6311-6471,05:00~01:00,37.621869,127.079533,2018-02-28,B553766,서울교통공사,0,0
1469,도봉산,서울특별시 도봉구 도봉로 964-40,서울특별시 도봉구 도봉로 964-40,N,6,3,1,0,0,0,6,1,0,서울교통공사,02-6311-7101,05:00~01:00,37.689596,127.044006,2018-02-28,B553766,서울교통공사,0,0
1470,도봉산,서울특별시 도봉구 도봉로 964-40,서울특별시 도봉구 도봉로 964-40,N,10,7,1,0,1,0,10,1,1,서울교통공사,02-6311-7101,05:00~01:00,37.689596,127.044006,2018-02-28,B553766,서울교통공사,0,0
1471,수락산,서울특별시 노원구 동일로 지하1662,서울특별시 노원구 동일로 지하1662,N,12,7,1,0,1,0,12,1,1,서울교통공사,02-6311-7111,05:00~01:00,37.677881,127.053104,2018-02-28,B553766,서울교통공사,0,0
1472,마  들,서울특별시 노원구 동일로 지하1530-1,서울특별시 노원구 동일로 지하1530-1,N,13,7,1,0,1,0,13,1,1,서울교통공사,02-6311-7121,05:00~01:00,37.665375,127.055425,2018-02-28,B553766,서울교통공사,0,0
1473,노  원,서울특별시 노원구 동일로 지하1409,서울특별시 노원구 동일로 지하1409,N,7,4,1,0,0,0,7,1,0,서울교통공사,02-6311-7131,05:00~01:00,37.654527,127.058362,2018-02-28,B553766,서울교통공사,0,0
1474,중  계,서울특별시 노원구 동일로 지하1308-1,서울특별시 노원구 동일로 지하1308-1,N,11,6,1,0,1,0,11,1,1,서울교통공사,02-6311-7141,05:00~01:00,37.645494,127.061718,2018-02-28,B553766,서울교통공사,0,0
1475,하  계,서울특별시 노원구 동일로 지하1196,서울특별시 노원구 동일로 지하1196,N,10,6,1,0,1,0,11,1,1,서울교통공사,02-6311-7151,05:00~01:00,37.63595,127.066024,2018-02-28,B553766,서울교통공사,0,0
1476,공  릉,서울특별시 노원구 동일로 지하1074,서울특별시 노원구 동일로 지하1074,N,6,3,1,0,1,0,6,1,1,서울교통공사,02-6311-7161,05:00~01:00,37.625787,127.070705,2018-02-28,B553766,서울교통공사,0,0
1477,태릉(6),서울특별시 노원구 동일로 지하992-1,서울특별시 노원구 동일로 지하992-1,N,9,5,1,1,0,0,6,1,1,서울교통공사,02-6311-7171,05:00~01:00,37.617909,127.072846,2018-02-28,B553766,서울교통공사,0,0
1478,태릉(7),서울특별시 노원구 동일로 지하992-1,서울특별시 노원구 동일로 지하992-1,N,7,4,1,0,1,0,8,1,1,서울교통공사,02-6311-7171,05:00~01:00,37.617909,127.072846,2018-02-28,B553766,서울교통공사,0,0
1479,먹  골,서울특별시 중랑구 동일로 지하901,서울특별시 중랑구 동일로 지하901,N,9,5,1,0,1,0,10,1,1,서울교통공사,02-6311-7181,05:00~01:00,37.61078,127.075518,2018-02-28,B553766,서울교통공사,0,0
1480,중  화,서울특별시 중랑구 동일로 지하797,서울특별시 중랑구 동일로 지하797,N,7,4,1,0,1,0,8,1,1,서울교통공사,02-6311-7191,05:00~01:00,37.602572,127.077096,2018-02-28,B553766,서울교통공사,0,0
1481,상  봉,서울특별시 중랑구 망우로 297,서울특별시 중랑구 망우로 297,N,13,8,1,0,1,0,14,1,1,서울교통공사,02-6311-7201,05:00~01:00,37.595254,127.083664,2018-02-28,B553766,서울교통공사,0,0
1482,면  목,서울특별시 중랑구 면목로 지하407,서울특별시 중랑구 면목로 지하407,N,11,6,1,0,1,0,12,1,1,서울교통공사,02-6311-7211,05:00~01:00,37.588745,127.085305,2018-02-28,B553766,서울교통공사,0,0
1483,사가정,서울특별시 중랑구 사가정로 지하393,서울특별시 중랑구 사가정로 지하393,N,7,5,1,0,1,0,7,1,1,서울교통공사,02-6311-7221,05:00~01:00,37.580966,127.086314,2018-02-28,B553766,서울교통공사,0,0
1484,용마산,서울특별시 중랑구 용마산로 지하227,서울특별시 중랑구 용마산로 지하227,N,9,5,1,0,1,0,9,1,1,서울교통공사,02-6311-7231,05:00~01:00,37.573793,127.084629,2018-02-28,B553766,서울교통공사,0,0
1485,중  곡,서울특별시 광진구 능동로 지하417,서울특별시 광진구 능동로 지하417,N,8,4,1,0,1,0,8,1,1,서울교통공사,02-6311-7241,05:00~01:00,37.565535,127.081897,2018-02-28,B553766,서울교통공사,0,0
1486,어린이대공원,서울특별시 광진구 능동로 지하210,서울특별시 광진구 능동로 지하210,N,11,7,1,0,1,0,11,1,1,서울교통공사,02-6311-7261,05:00~01:00,37.547905,127.072404,2018-02-28,B553766,서울교통공사,0,0
